delta_x,delta_y,delta_angle
12.47548449719258,9.862923394539504,-0.005421491804623453
8.170999018379705,11.289153785649,-0.006562831138413363
2.5898326784499455,11.988458636332176,-0.0069731973522794265
2.58898745389928,11.984937403177907,-0.006972409649418696
1.3194302396837063,10.976200267357855,-0.006670992756092649
0.4991560688822668,9.62169030956915,-0.006495222353481816
2.7351575679852256,5.746037139793916,-0.004375874826392065
4.532791972117545,5.939773775304888,-0.0029926840816410535
5.4301510693569535,6.162425875910594,-0.00184105501682241
3.4219989316891075,3.936149689725799,0.0004806460549766616
3.4223105653666273,3.9357987784153337,0.00048110945227495286
1.1283226778675273,3.184598296576562,0.0008436120292362649
-1.0904165178897836,3.4032923414986374,0.0006153777248389928
-5.333129725910246,9.82227517767764,-0.002591381416517008
-7.494674746960275,12.667358502721758,-0.004613587073705562
-13.170600343032797,11.605492340643904,-0.007272664157531141
-16.487101551396727,7.378639466480757,-0.006116122273078529
-16.480248252502356,7.388946065592898,-0.006118742249940956
-15.8944990847374,3.6716650188428392,-0.004791872656824961
-12.420144338039659,-1.3399906813708957,-0.0037293440631838938
-4.143522399434383,-9.992234276788826,-0.0029536260393418176
-3.1400450469849677,-12.263870302897413,-0.002388321415183527
-4.221937104352863,-11.511526592109613,-0.001368117537613997
-1.8962365685727711,-13.952808854581807,0.005020833382148044
-1.8962378727786648,-13.952801819913851,0.0050208246009717855
2.1348555229021726,-16.786316271380603,0.008730844592928057
6.536619477350761,-17.89668525907812,0.011569658925940621
10.125421631786244,-18.411115448720835,0.013482970866553295
16.198862295497676,-11.100905367643577,0.014335262774879474
16.979606093618305,-7.317909760198585,0.012891550881113982
15.59814122529418,-5.594422918123633,0.01075810416496699
15.345549561905113,-4.932621549210396,0.010225992998763174
9.469314913596328,-5.809471892740151,0.0073020148432568766
8.2155076315046,-12.055827930867926,0.006980711855561327
10.204714526986336,-15.426635004095811,0.007313643140723834
16.461284984487087,-13.123610764068019,0.008343664166493108
19.02616918353735,-9.386296085481295,0.008463928043924863
22.931367874392365,-8.985193647447993,0.009010774706303489
22.068533086756737,-8.319192289585464,0.008573181976558708
23.62048978845594,-8.554092880802173,0.008229073318999343
27.589854881565408,-7.105092035142594,0.009192709106150573
26.003456403457953,-2.594519663844931,0.009592550016230793
23.9097556963562,2.792124842899709,0.009557856054303768
23.637990273642323,1.4484945736798347,0.008110268808239994
23.658852150949777,-0.38113048452758963,0.007159268025339969
22.076071549396506,0.08877887987976417,0.006453313738293775
15.57495383306563,4.518742694650829,0.005223558653836755
11.478187547499584,7.3203246849434604,0.0038816575637988
9.914254585045745,5.9174879041674595,0.001782973900867162
9.02010187790331,3.2023204728474752,0.0009516135095677252
5.441525618852399,-1.5942471679729855,0.0008863644975593385
3.5782491378039,0.8213495696002093,0.0006535388533398893
2.6056092133132545,0.6195280415209714,0.0003572056877797582
4.1086895244657615,3.516348224609912,0.0008650398756841385
4.979249618734508,2.6944338524279914,0.0012290083116763238
7.641704727524463,2.875389990400208,0.0026706859773937023
7.806118223959622,4.754006665268512,0.003012500059652054
7.288979577594765,5.910453839687444,0.0033933260372737395
5.227863083047731,6.12689675768722,0.004074524998835909
4.748045216329565,6.067973304459856,0.0038574906648550468
2.435035813836824,5.45384187890697,0.0034519153255944844
1.0689201601669325,4.5596379879467515,0.003272556255594248
17.459127533679787,22.473634842209595,0.007426797434154454
24.944321536452428,26.209364316245185,0.010914392914060923
33.80358942807825,24.278787946696603,0.015187935497146346
36.52721112616341,22.171566721232193,0.020325983202738436
35.12395923907628,20.98151166471264,0.019456065115647736
30.58372590972461,22.619161030769405,0.019848905174165085
16.026320245500283,24.95743453413813,0.01740073757210988
7.036826970639437,24.119747713413503,0.0144187808308729
2.3082527526679217,23.5571190369233,0.012133571584357919
2.0588506204421595,23.684283432830917,0.01036441197874052
8.793102848438526,27.752230046275386,0.008990178816752707
8.08425454428519,26.040463209644575,0.008421939123734902
15.170021693908962,32.253636527673834,0.008953225880530137
18.910668408802795,34.54838878214452,0.009167402012184616
23.32663477757497,37.25555936612869,0.0099630260208227
23.373243119127952,36.19149615551521,0.00992633443247675
23.509637650742945,34.090697543388984,0.009631656501717992
25.786673547314106,33.403045970962665,0.010079759252861108
23.994486335094816,31.30548872471808,0.009194483670552072
25.52511993525911,29.706762841357246,0.010460365901357734
26.056034766838415,27.349671157314194,0.010499477712667725
29.168473301261223,24.89471923927337,0.011348033341481023
29.191582768487585,23.685682281522492,0.011003187865784334
29.093352266444313,20.832933255631225,0.010588007482952196
30.838441244876314,21.527651427976583,0.01070778299301973
28.73506013872299,19.459141212810668,0.009809968940511863
27.97479208881332,21.545612351017972,0.009126654732805344
30.072545839201133,33.03143344046867,0.008684719974272758
