engagement,contempt
0.1431,0.1935
0.0823,0.1931
0.1263,0.1931
,
,
,
,
,
,
,
,
,
0.0803,0.7597
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.0808,0.2941
,
,
,
,
,
,
,
,
,
,
,
0.0954,0.1996
0.08,0.1931
0.085,0.1932
0.0861,0.193
0.0918,0.1928
0.0883,0.1928
0.0935,0.1928
0.0952,0.1929
0.1037,0.193
0.1023,0.193
0.1066,0.1931
0.1031,0.193
0.1021,0.1931
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
41.7762,96.0883
41.3811,0.1934
14.1229,0.1927
2.8442,0.1926
0.2583,0.1927
0.2427,0.1927
0.0986,0.1927
0.0901,0.1927
0.0951,0.1927
0.0939,0.1927
0.0933,0.1927
0.0962,0.1927
0.1006,0.1927
0.1063,0.1927
0.1093,0.1927
0.1324,0.1927
0.1312,0.1927
0.1366,0.1927
0.1702,0.1927
0.2324,0.1927
0.2199,0.1928
0.1599,0.1928
0.1674,0.1928
0.1845,0.1928
0.3084,0.1928
0.2568,0.1928
0.2087,0.1929
0.2352,0.1929
0.2154,0.1929
0.1732,0.1929
0.1363,0.1929
0.1531,0.1929
0.1412,0.1929
0.1417,0.1929
0.1189,0.1928
0.1044,0.1929
0.0942,0.1928
0.0918,0.1929
0.0905,0.1929
0.0941,0.1929
0.0978,0.1929
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
31.9739,0.3645
8.9445,0.1866
0.2215,0.1966
0.1387,0.1884
0.1015,0.194
0.0987,0.193
0.0939,0.1938
0.1061,0.1962
0.0933,0.1961
0.0909,0.1986
0.0875,0.1966
0.0877,0.1967
0.088,0.1961
0.0883,0.195
0.0911,0.1943
0.096,0.1958
0.0953,0.1958
0.0978,0.197
0.1025,0.1986
0.0998,0.1973
0.1066,0.1999
0.1153,0.1984
0.1152,0.1975
0.1174,0.1986
0.1323,0.1978
0.1472,0.1988
0.1371,0.1987
0.1591,0.1995
0.1578,0.1989
0.1415,0.1987
0.1267,0.1971
0.1159,0.1963
0.1119,0.1956
0.1205,0.195
0.1305,0.1953
0.1296,0.1955
0.1219,0.1958
0.1128,0.1962
0.1107,0.1975
0.1141,0.1954
0.1142,0.1947
0.1271,0.1948
0.1156,0.1941
0.124,0.1943
0.143,0.1937
0.1246,0.1937
0.1464,0.1937
0.1114,0.1934
0.1335,0.1934
0.1592,0.1935
0.1168,0.1935
0.105,0.1933
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1202,0.2118
0.081,0.194
0.0914,0.1989
0.1145,0.2113
0.0934,0.1997
0.0848,0.1941
0.0829,0.1941
0.0823,0.1935
0.0815,0.1933
0.0816,0.1932
0.0826,0.1935
0.0839,0.1935
0.0898,0.1935
0.0875,0.1935
0.0852,0.1933
0.0842,0.1932
0.0851,0.1934
0.0866,0.1933
0.0883,0.1932
0.0899,0.1933
0.0948,0.1934
0.0941,0.1932
0.1378,0.1933
0.1601,0.1935
0.1544,0.1943
0.162,0.1944
0.1521,0.194
0.215,0.1939
0.2357,0.1946
0.2911,0.1962
0.2669,0.1971
0.2614,0.1973
0.2159,0.1976
0.3036,0.2003
0.2088,0.1984
0.234,0.1988
0.3882,0.1982
,
0.2152,0.2007
0.154,0.1985
0.149,0.197
0.1452,0.1965
0.1351,0.1961
0.1276,0.1951
0.1284,0.195
0.122,0.195
0.1226,0.1961
0.1123,0.1955
0.0995,0.1946
0.1024,0.1939
0.0971,0.1937
0.0987,0.1938
0.0951,0.1935
0.0965,0.1933
0.0916,0.1933
0.0942,0.1936
0.1018,0.1936
0.102,0.1934
0.1023,0.1932
0.0998,0.1931
0.0919,0.1932
0.0892,0.1933
0.088,0.1932
0.0926,0.1933
0.0894,0.1934
0.0895,0.1935
0.0876,0.1936
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1591,0.1928
0.1514,0.1928
0.0996,0.1928
0.0854,0.193
0.0859,0.1928
0.0849,0.1927
0.0852,0.1928
0.0849,0.1927
0.0851,0.1928
0.0854,0.1929
0.0852,0.193
0.0848,0.1931
0.0843,0.1932
0.0866,0.193
0.0872,0.193
0.0845,0.1931
0.0856,0.1933
0.0848,0.1935
0.0867,0.1938
0.0875,0.194
0.0883,0.1941
0.0884,0.1937
0.0912,0.1937
0.0919,0.1935
0.1005,0.1936
0.1079,0.1939
0.1151,0.1938
0.1266,0.1939
0.1657,0.1943
0.153,0.1948
0.1368,0.1944
0.1159,0.1942
0.1215,0.1942
,
0.0982,0.2214
0.0827,0.2043
0.0843,0.1963
0.1354,0.1948
0.164,0.1928
0.4442,0.1928
0.3298,0.1928
3.403,0.193
3.5459,0.1932
8.3218,0.1936
5.9297,0.194
11.5503,0.1947
5.5582,0.1943
7.6251,0.1947
4.4819,0.1956
5.1163,0.1962
2.2596,0.1955
3.412,0.1964
1.6453,0.1957
2.618,0.1962
1.4769,0.1959
2.4901,0.1962
1.0276,0.1966
1.3836,0.1959
4.0721,0.1955
10.7535,0.196
10.6329,0.1971
13.0508,0.1984
9.5363,0.1986
6.5202,0.1982
7.3196,0.1982
6.695,0.197
2.4687,0.197
2.7646,0.1971
1.8969,0.1981
1.4673,0.1984
0.9708,0.2006
0.7866,0.1984
0.4925,0.1957
0.5626,0.1949
0.4546,0.1945
0.5005,0.1939
0.2974,0.194
0.304,0.1937
0.2826,0.1937
0.0,0.0
0.1806,0.193
0.1916,0.193
0.1627,0.1929
0.1858,0.1929
0.1642,0.1929
0.1952,0.1928
0.1974,0.1928
0.3553,0.1928
0.2492,0.1929
0.2519,0.1929
0.3079,0.1929
0.3398,0.1929
0.2388,0.1928
0.2578,0.1928
0.2647,0.1928
0.2987,0.1928
0.2869,0.1928
0.3498,0.1928
0.3592,0.1929
0.3566,0.1929
0.4812,0.193
0.4911,0.1929
0.3743,0.193
1.0788,0.1933
0.7004,0.1934
0.6871,0.1937
0.4944,0.194
0.4555,0.1939
0.2393,0.1936
0.1607,0.1938
0.1373,0.1938
0.117,0.1935
0.1076,0.1931
0.1048,0.193
0.1017,0.193
0.0964,0.1931
0.0967,0.1929
0.0991,0.1929
0.0943,0.1929
0.0904,0.193
0.0871,0.1932
0.0876,0.1931
0.0878,0.193
0.0892,0.1931
0.0953,0.1931
0.1077,0.1933
0.1091,0.1931
0.1303,0.1931
0.1568,0.1931
0.1719,0.193
0.1476,0.1929
0.1845,0.1929
0.2094,0.1931
0.3509,0.1931
0.2747,0.1932
0.4234,0.1932
0.4598,0.1933
0.7335,0.1933
0.8593,0.1932
0.6705,0.1933
0.5735,0.1936
0.4128,0.1935
0.3971,0.1938
0.3432,0.1937
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.0798,0.193
0.0809,0.1928
0.081,0.1928
0.086,0.1928
0.0912,0.1928
0.1027,0.1928
0.0,0.0
,
,
,
,
,
,
0.0871,0.193
0.0842,0.1928
0.0828,0.1928
0.0817,0.1929
0.0814,0.1929
0.081,0.193
0.0808,0.1929
0.0803,0.1929
0.0802,0.1929
0.0803,0.1929
0.0804,0.193
0.0812,0.1931
0.0818,0.1931
0.0821,0.193
0.0857,0.1929
0.0928,0.1929
0.0945,0.1928
0.1007,0.1928
0.1002,0.1928
0.1151,0.1927
0.1111,0.1927
0.109,0.1927
0.1078,0.1928
0.1064,0.1927
0.0966,0.1927
0.0955,0.1927
0.0929,0.1927
0.0939,0.1927
0.091,0.1927
0.0897,0.1927
0.0944,0.1927
0.101,0.1927
0.1148,0.1927
0.1154,0.1927
0.1277,0.1927
0.129,0.1927
0.1514,0.1927
0.152,0.1927
0.1872,0.1927
0.2064,0.1927
0.241,0.1927
0.1976,0.1927
0.1718,0.1927
0.1534,0.1927
0.1216,0.1927
0.1208,0.1927
0.1152,0.1927
0.1198,0.1927
0.126,0.1927
0.1318,0.1927
0.1252,0.1927
0.1179,0.1927
0.1129,0.1927
0.1091,0.1927
0.1059,0.1927
0.097,0.1927
0.0904,0.1927
0.0929,0.1927
0.0964,0.1927
0.0972,0.1927
0.0958,0.1927
0.0909,0.1927
0.0904,0.1928
0.0915,0.1928
0.0941,0.1928
0.0982,0.1928
0.095,0.1928
0.1015,0.1929
0.0996,0.193
0.1185,0.193
0.1038,0.193
0.0968,0.1931
0.096,0.1931
0.0878,0.1932
0.0878,0.1933
0.0879,0.1932
0.0876,0.1934
0.087,0.1935
0.0864,0.1934
0.0879,0.1931
0.0937,0.1932
0.0887,0.1932
0.0897,0.1931
0.0963,0.1929
0.0943,0.1929
0.0953,0.1928
0.1061,0.1927
0.1186,0.1928
0.123,0.1927
0.1336,0.1927
0.1645,0.1927
0.1508,0.1927
0.1561,0.1927
0.1503,0.1927
0.1393,0.1927
0.1377,0.1927
0.1425,0.1927
0.18,0.1927
0.2085,0.1927
0.2238,0.1927
0.2292,0.1927
0.2505,0.1927
0.2396,0.1927
0.252,0.1927
0.2757,0.1927
0.1992,0.1927
0.1713,0.1927
0.1515,0.1927
0.1456,0.1927
0.1346,0.1927
0.1226,0.1927
0.1008,0.1927
0.0992,0.1927
0.0978,0.1927
0.0977,0.1927
0.096,0.1927
0.0953,0.1927
0.0959,0.1927
0.0996,0.1927
0.0995,0.1927
0.0983,0.1927
0.0959,0.1927
0.0904,0.1927
0.0865,0.1927
0.0874,0.1927
0.0828,0.1928
0.083,0.1928
,
0.0825,0.1928
0.0831,0.1928
0.0832,0.1927
0.1159,0.1928
0.0937,0.193
0.086,0.1928
0.0878,0.1929
0.0839,0.1929
0.0818,0.1928
0.0818,0.1928
0.0809,0.1928
0.0811,0.1929
0.0812,0.1929
0.0866,0.1931
0.0899,0.1932
0.0879,0.1932
0.0853,0.1932
0.0935,0.1932
0.1014,0.1932
0.1004,0.1931
0.1037,0.1931
0.0927,0.1929
0.0976,0.193
0.0996,0.193
0.1057,0.193
0.0874,0.193
0.0848,0.1931
0.0846,0.1929
0.0877,0.1929
0.09,0.1929
0.0882,0.1929
0.0854,0.1929
0.0853,0.193
0.0847,0.1931
0.0837,0.1933
0.0828,0.1932
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.082,53.1724
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.0975,1.3322
0.3478,0.2593
0.0897,0.1943
,
,
,
,
,
,
,
,
,
0.1683,0.3448
0.0902,0.1993
0.0,0.0
0.1212,0.1901
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.0817,36.1202
0.0852,0.2282
0.0881,0.2002
0.1104,0.1959
0.0953,0.1931
0.1097,0.1933
0.1193,0.1935
0.1124,0.1936
0.1147,0.1935
0.1425,0.1937
0.1233,0.1936
0.1156,0.1937
0.1011,0.1933
0.1154,0.1931
0.1086,0.1931
0.1317,0.193
0.1352,0.193
0.1605,0.193
0.1462,0.193
0.1776,0.193
0.1849,0.193
0.1867,0.193
0.1736,0.193
0.1879,0.1929
0.2201,0.1928
0.1733,0.1928
0.1292,0.1928
0.111,0.1927
0.1003,0.1928
0.1005,0.1928
0.0923,0.1928
0.0913,0.1928
0.0888,0.1927
0.0,0.0
0.0,0.0
0.0,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,
0.6031,0.1923
0.1674,0.1925
0.1732,0.1927
0.1216,0.1929
,
,
,
,
,
,
,
,
,
0.0836,0.2061
0.1544,0.1968
0.0825,0.193
0.0994,0.193
0.1677,0.193
0.1812,0.1928
0.3002,0.1927
0.2594,0.1927
0.119,0.1927
0.1248,0.1927
0.1069,0.1927
0.1047,0.1927
0.0861,0.1927
0.0841,0.1927
0.0838,0.1927
0.0842,0.1927
0.0846,0.1927
0.0821,0.1927
0.0812,0.1927
0.0819,0.1927
0.0842,0.1927
0.0861,0.1927
0.0864,0.1927
0.0878,0.1927
0.088,0.1927
0.0896,0.1927
0.0912,0.1927
0.097,0.1928
0.1,0.1928
0.088,0.1928
0.0831,0.1928
0.0842,0.1928
