engagement,contempt
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1544,0.2015
0.0807,0.1929
0.08,0.1929
0.0795,0.1928
0.0797,0.1929
0.0798,0.1929
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
32.154,0.1934
0.0826,0.1933
0.0996,0.1919
0.114,0.1879
4.6225,0.0223
7.0232,0.0176
21.6761,0.0089
35.8939,0.0062
52.2704,0.0043
64.6111,0.0033
59.1285,0.0037
39.6344,0.0057
29.9148,0.0071
22.6582,0.0087
12.5354,0.0126
8.1769,0.0162
5.2935,0.0206
2.5949,0.0304
1.7776,0.0373
1.8479,0.0365
1.3233,0.0437
1.4578,0.0415
1.8833,0.0362
2.4739,0.0312
1.6264,0.0391
1.587,0.0396
0.85,0.0552
0.6132,0.0656
0.4807,0.0746
0.4222,0.0799
0.3203,0.0924
0.2435,0.1067
0.2083,0.1158
0.1754,0.1268
0.1655,0.1307
0.19,0.1216
0.1962,0.1195
0.1958,0.1197
0.2283,0.1104
0.2646,0.1021
0.2941,0.0966
0.3819,0.0842
0.5391,0.0702
0.6527,0.0635
0.6449,0.0639
0.8319,0.0558
0.7525,0.0589
0.5765,0.0678
0.7005,0.0611
0.9532,0.052
1.3251,0.0436
1.8878,0.0361
2.768,0.0294
4.2268,0.0234
3.1748,0.0273
6.6974,0.0181
9.0336,0.0153
10.1544,0.0143
10.47,0.014
7.7429,0.0167
12.9925,0.0123
17.7938,0.0101
19.1721,0.0097
27.5973,0.0075
26.1366,0.0078
32.9584,0.0066
39.1579,0.0057
45.3379,0.005
59.5192,0.0037
74.8887,0.0026
89.0225,0.0015
94.7804,0.001
97.8846,0.0006
99.0547,0.0004
99.3928,0.0003
99.6391,0.0002
99.7376,0.0002
99.7892,0.0002
99.8355,0.0002
99.8632,0.0001
99.8833,0.0001
99.8976,0.0001
99.9056,0.0001
99.9111,0.0001
99.9126,0.0001
99.9138,0.0001
99.9154,0.0001
99.9164,0.0001
99.9171,0.0001
99.9179,0.0001
99.9185,0.0001
99.919,0.0001
99.9195,0.0001
99.9195,0.0001
99.9195,0.0001
99.9196,0.0001
99.9195,0.0001
99.9192,0.0001
99.9191,0.0001
99.9192,0.0001
99.919,0.0001
99.919,0.0001
99.919,0.0001
99.9189,0.0001
99.9187,0.0001
99.9183,0.0001
99.9176,0.0001
99.917,0.0001
99.9164,0.0001
99.916,0.0001
99.9157,0.0001
99.9151,0.0001
99.9152,0.0001
99.9148,0.0001
99.9138,0.0001
99.912,0.0001
99.9095,0.0001
99.9077,0.0001
99.9074,0.0001
99.9067,0.0001
99.9055,0.0001
99.9056,0.0001
99.9032,0.0001
99.9,0.0001
99.8971,0.0001
99.8907,0.0001
99.8859,0.0001
99.8789,0.0001
99.8721,0.0001
99.8717,0.0001
99.862,0.0001
99.8631,0.0001
99.8516,0.0001
99.8525,0.0001
99.8502,0.0001
99.8451,0.0002
99.8237,0.0002
99.8009,0.0002
99.7759,0.0002
99.7668,0.0002
99.7633,0.0002
99.7573,0.0002
