engagement,contempt
,
,
4.1503,0.0245
33.0332,0.0129
1.981,0.0367
0.2243,0.1125
0.2405,0.1078
0.2782,0.0998
0.1938,0.1205
0.1303,0.1486
0.1155,0.1584
0.1239,0.1525
0.1315,0.1477
0.1432,0.1412
0.1524,0.1366
0.1453,0.1401
0.1303,0.1484
0.1209,0.1547
0.1254,0.1514
0.134,0.1517
0.189,0.1559
0.2428,0.16
0.4764,0.1634
0.9598,0.1638
1.5204,0.1667
1.2368,0.1673
3.3969,0.1708
4.0638,0.1768
1.4612,0.1803
0.6096,0.1823
0.4179,0.1854
0.2076,0.1882
0.1311,0.189
0.0938,0.189
0.0841,0.1889
0.0832,0.1897
0.0822,0.1903
0.083,0.1906
0.0863,0.1909
0.0906,0.191
0.0854,0.191
0.0863,0.1909
0.09,0.1913
0.1305,0.1917
0.2089,0.1915
0.3403,0.1912
0.6473,0.1912
6.6065,0.1914
6.9924,0.1912
3.5608,0.1913
2.6294,0.1915
2.2907,0.1914
2.1161,0.1914
1.1845,0.1908
0.6275,0.1899
0.4837,0.189
0.1721,0.1889
0.0974,0.1886
0.0897,0.1888
0.0891,0.1886
0.0888,0.1881
0.1049,0.1883
0.1008,0.189
0.1016,0.1896
0.1195,0.1897
0.1594,0.1901
0.1725,0.1907
1.4663,0.1906
0.597,0.1914
0.487,0.1924
0.2926,0.1937
0.1435,0.195
0.1297,0.1967
0.1303,0.1979
0.1251,0.1984
0.1295,0.1984
0.1348,0.1993
0.1456,0.1992
0.1488,0.2012
0.1653,0.2021
0.1589,0.202
0.1716,0.2011
0.1675,0.2007
0.1747,0.2
0.1623,0.199
0.1618,0.1972
0.1601,0.1961
0.1634,0.1952
0.163,0.1944
0.1585,0.1939
0.1413,0.1934
0.1349,0.1936
0.1304,0.1933
0.1302,0.1925
0.134,0.1921
0.1303,0.1919
0.1211,0.1917
0.1198,0.1917
0.1156,0.1919
0.1131,0.192
0.1084,0.192
0.1034,0.1927
0.1027,0.1926
0.1021,0.1926
0.1044,0.1925
0.1047,0.1924
0.1038,0.1924
0.105,0.1922
0.1036,0.192
0.1008,0.1921
0.1007,0.1921
0.1002,0.192
0.0986,0.1918
0.1018,0.1919
0.103,0.192
0.119,0.1918
0.1264,0.1915
0.1911,0.1916
0.3876,0.191
0.8348,0.1902
0.8305,0.1896
0.648,0.1886
0.3815,0.1877
0.3227,0.1856
0.2002,0.1861
0.1477,0.1845
0.1286,0.183
0.1472,0.1811
0.1729,0.1796
0.135,0.1777
0.1279,0.1769
0.136,0.1776
0.1505,0.175
0.1749,0.1714
0.1892,0.1673
0.2673,0.1593
0.7799,0.1531
1.3006,0.1448
1.1184,0.1382
0.8154,0.1284
0.6612,0.1212
0.878,0.1283
0.5869,0.1242
0.5411,0.129
0.9593,0.1332
0.7951,0.1406
0.986,0.1364
1.1791,0.1393
1.2736,0.1333
3.7764,0.1254
4.0218,0.1286
4.427,0.1423
3.149,0.147
1.2599,0.1496
0.8204,0.1519
0.6628,0.1457
0.4526,0.1449
0.2138,0.1597
0.1879,0.1621
0.1355,0.1678
0.0991,0.1746
0.091,0.1791
0.0884,0.1819
0.0871,0.1832
0.0866,0.1853
0.0885,0.1852
