engagement,contempt
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.0825,49.5621
0.0839,0.7644
0.0808,0.3386
0.0875,0.2031
0.0902,0.1872
0.0965,0.1775
0.0928,0.1788
0.098,0.173
0.0948,0.1756
0.0933,0.1769
0.0918,0.1784
0.0962,0.174
0.0941,0.176
0.0941,0.1759
0.1004,0.1701
0.1014,0.1691
0.0971,0.173
0.0968,0.1733
0.0944,0.1756
0.0925,0.1775
0.0902,0.1799
0.0891,0.181
0.089,0.1811
0.089,0.1811
0.089,0.1811
0.0893,0.1807
0.0911,0.1789
0.0892,0.1808
0.089,0.1811
0.0878,0.1824
0.0876,0.1825
0.0864,0.184
0.0868,0.1836
0.086,0.1844
0.0862,0.1841
0.0858,0.1845
0.0875,0.1826
0.0897,0.1803
0.0889,0.1811
0.0889,0.1812
0.0913,0.1787
0.0937,0.1763
0.0969,0.1732
0.1019,0.1686
0.1083,0.1633
0.1159,0.1576
0.1327,0.1468
0.1449,0.1402
0.1766,0.1263
0.2149,0.114
0.2676,0.1016
0.3524,0.0879
0.5487,0.0696
0.9923,0.0509
2.037,0.0347
4.9772,0.0214
10.6659,0.0139
32.0323,0.0067
52.7713,0.0043
50.7263,0.0045
32.3163,0.0067
17.5199,0.0102
19.9903,0.0094
23.6187,0.0084
21.9296,0.0088
14.8284,0.0114
11.1066,0.0135
4.9287,0.0215
3.1475,0.0274
2.3737,0.0319
0.9197,0.053
0.7156,0.0605
0.5113,0.0722
0.3719,0.0854
0.2722,0.1007
0.2359,0.1085
0.1758,0.1267
0.138,0.1439
0.1178,0.1564
0.1109,0.1614
0.1069,0.1646
0.1061,0.1653
0.1056,0.1656
0.1111,0.1613
0.1187,0.1557
0.1194,0.1553
0.1146,0.1587
0.1173,0.1568
0.1217,0.1537
0.1324,0.1471
0.1539,0.1359
0.1991,0.1187
0.2487,0.1056
0.2922,0.097
0.3961,0.0826
0.4513,0.0771
0.583,0.0674
0.7033,0.061
1.1395,0.0473
1.2184,0.0456
2.044,0.0346
4.366,0.023
9.8617,0.0145
14.1246,0.0117
17.6054,0.0102
17.1374,0.0104
19.6496,0.0095
25.2867,0.008
39.8151,0.0056
59.4259,0.0037
74.0704,0.0026
75.6131,0.0025
76.7184,0.0024
76.336,0.0025
71.4266,0.0028
44.8676,0.0051
35.6666,0.0062
36.0437,0.0061
28.1406,0.0074
23.9765,0.0083
12.1861,0.0128
4.9348,0.0215
3.7345,0.025
5.1058,0.0211
5.5744,0.0201
5.7683,0.0197
5.3564,0.0205
4.5073,0.0226
3.0892,0.0277
2.0372,0.0347
0.7199,0.0604
0.4082,0.0815
0.3062,0.0949
0.2211,0.1127
0.1695,0.1297
0.1453,0.141
0.1372,0.1453
